id,name,artifact_type,category,availability,status,primary_url,description
durable-execution-and-background-workflows--kestra,Kestra,tool,Durable Execution and Background Workflows,open-source,active,https://github.com/kestra-io/kestra,"Kestra is an event-driven orchestration platform that defines scheduled and triggered workflows in YAML with retries, state, plugins, observability, and human approval tasks."
durable-execution-and-background-workflows--windmill,Windmill,tool,Durable Execution and Background Workflows,open-core,active,https://github.com/windmill-labs/windmill,"Windmill is a self-hostable workflow and application platform that turns scripts into scheduled, event-driven, approval-gated, and retriable flows for tools and agents."
cloud-managed-agent-services--amazon-bedrock-agents,Amazon Bedrock Agents,tool,Cloud-Managed Agent Services,commercial,active,https://aws.amazon.com/bedrock/agents/,"Amazon Bedrock Agents is a managed AWS service for orchestrating foundation models with action groups, knowledge bases, guardrails, session state, and multi-agent collaboration."
cloud-managed-agent-services--amazon-bedrock-agentcore,Amazon Bedrock AgentCore,tool,Cloud-Managed Agent Services,commercial,active,https://aws.amazon.com/bedrock/agentcore/,"Amazon Bedrock AgentCore is framework- and model-agnostic managed infrastructure for hosting and operating agents with runtime, memory, identity, gateway, browser, code interpreter, policy, and observability services."
cloud-managed-agent-services--vertex-ai-agent-builder,Vertex AI Agent Builder,tool,Cloud-Managed Agent Services,commercial,active,https://cloud.google.com/products/agent-builder,"Vertex AI Agent Builder is Google Cloud's managed suite for creating enterprise agents grounded in organizational data with connectors, search, no-code configuration, and governance."
cloud-managed-agent-services--vertex-ai-agent-engine,Vertex AI Agent Engine,tool,Cloud-Managed Agent Services,commercial,active,https://cloud.google.com/vertex-ai/generative-ai/docs/agent-engine/overview,"Vertex AI Agent Engine is Google Cloud's managed runtime for deploying custom-coded agents with sessions, memory, scaling, evaluation, observability, and Google ADK integrations."
cloud-managed-agent-services--microsoft-foundry-agent-service,Microsoft Foundry Agent Service,tool,Cloud-Managed Agent Services,commercial,active,https://learn.microsoft.com/en-us/azure/ai-foundry/agents/overview,"Microsoft Foundry Agent Service is Azure's managed service for hosting agents with models, tools, knowledge, identity, tracing, enterprise networking, and multi-agent workflows."
cloud-managed-agent-services--openai-agent-platform,OpenAI Agent Platform,tool,Cloud-Managed Agent Services,commercial,active,https://platform.openai.com/docs/guides/agents,"OpenAI Agent Platform is the hosted set of APIs and tools for building agents around the Responses API, including web search, file search, computer use, code execution, connectors, and traces."
cloud-managed-agent-services--ibm-watsonx-orchestrate,IBM watsonx Orchestrate,tool,Cloud-Managed Agent Services,commercial,active,https://www.ibm.com/products/watsonx-orchestrate,"IBM watsonx Orchestrate is an enterprise platform for building, governing, and routing agents and reusable tools across business applications, workflows, and IBM's model stack."
cloud-managed-agent-services--databricks-agents,Databricks Agents,tool,Cloud-Managed Agent Services,commercial,active,https://docs.databricks.com/aws/en/agents/,"Databricks Agents is a managed development and deployment environment for data-grounded and multi-agent applications with MLflow tracing, evaluation, serving, governance, and Unity Catalog tools."
cloud-managed-agent-services--snowflake-cortex-agents,Snowflake Cortex Agents,tool,Cloud-Managed Agent Services,commercial,active,https://docs.snowflake.com/en/user-guide/snowflake-cortex/cortex-agents,"Snowflake Cortex Agents is a managed orchestration layer for planning across structured and unstructured enterprise data through Cortex Analyst, Cortex Search, and custom tools."
cloud-managed-agent-services--salesforce-agentforce,Salesforce Agentforce,tool,Cloud-Managed Agent Services,commercial,active,https://www.salesforce.com/agentforce/,"Salesforce Agentforce is a managed platform for creating and governing business agents that act through Salesforce data, flows, APIs, channels, and human escalation."
cloud-managed-agent-services--oci-generative-ai-agents,OCI Generative AI Agents,tool,Cloud-Managed Agent Services,commercial,active,https://docs.oracle.com/en-us/iaas/Content/generative-ai-agents/home.htm,"OCI Generative AI Agents is Oracle Cloud's managed service for agents that use enterprise data sources, retrieval, SQL, tools, and OCI identity and observability."
cloud-managed-agent-services--cloudflare-agents,Cloudflare Agents,tool,Cloud-Managed Agent Services,commercial,active,https://developers.cloudflare.com/agents/,"Cloudflare Agents is a managed runtime and SDK on Workers and Durable Objects for stateful agents with scheduling, WebSockets, SQL-backed state, MCP, and edge deployment."
agent-deployment-serving-and-sandboxes--e2b,E2B,tool,"Agent Deployment, Serving, and Sandboxes",open-core,active,https://github.com/e2b-dev/E2B,"E2B is sandbox infrastructure for agents that provides isolated cloud environments, code interpreters, filesystem and process APIs, templates, persistence, and SDKs."
agent-deployment-serving-and-sandboxes--modal-sandboxes,Modal Sandboxes,tool,"Agent Deployment, Serving, and Sandboxes",commercial,active,https://modal.com/docs/guide/sandbox,"Modal Sandboxes is managed container infrastructure for executing agent-generated code with configurable images, CPUs, GPUs, secrets, files, networking, and lifecycle controls."
agent-deployment-serving-and-sandboxes--daytona,Daytona,tool,"Agent Deployment, Serving, and Sandboxes",open-core,active,https://github.com/daytonaio/daytona,"Daytona is a secure infrastructure platform for programmatically creating persistent development sandboxes with repositories, files, commands, previews, snapshots, and agent SDK integrations."
agent-deployment-serving-and-sandboxes--docker-sandboxes,Docker Sandboxes,tool,"Agent Deployment, Serving, and Sandboxes",commercial,active,https://docs.docker.com/ai/sandboxes/,"Docker Sandboxes is Docker's isolated execution environment for coding agents, separating agent tools and project workspaces from the host while retaining container workflows."
agent-deployment-serving-and-sandboxes--vercel-sandbox,Vercel Sandbox,tool,"Agent Deployment, Serving, and Sandboxes",commercial,active,https://vercel.com/docs/vercel-sandbox,"Vercel Sandbox is an ephemeral microVM service for running untrusted code with files, commands, network policies, snapshots, ports, and integrations with web applications and agent SDKs."
agent-deployment-serving-and-sandboxes--cloudflare-sandbox-sdk,Cloudflare Sandbox SDK,tool,"Agent Deployment, Serving, and Sandboxes",open-core,active,https://github.com/cloudflare/sandbox-sdk,"Cloudflare Sandbox SDK is an SDK for running commands, files, processes, and development servers inside isolated containers coordinated from Cloudflare Workers."
agent-deployment-serving-and-sandboxes--runloop,Runloop,tool,"Agent Deployment, Serving, and Sandboxes",commercial,active,https://www.runloop.ai,"Runloop is managed devbox infrastructure for coding agents with isolated environments, repository setup, snapshots, command execution, networking, observability, and benchmark workloads."
agent-deployment-serving-and-sandboxes--blaxel,Blaxel,tool,"Agent Deployment, Serving, and Sandboxes",commercial,active,https://blaxel.ai,"Blaxel is managed infrastructure for deploying agents and MCP servers alongside low-latency sandboxes with images, files, processes, networking, previews, and observability."
agent-deployment-serving-and-sandboxes--agentuity,Agentuity,tool,"Agent Deployment, Serving, and Sandboxes",commercial,active,https://agentuity.com,"Agentuity is a managed deployment platform for packaging, routing, running, and observing agents with local development tools, cloud runtimes, storage, and event-driven execution."
agent-deployment-serving-and-sandboxes--bentoml,BentoML,tool,"Agent Deployment, Serving, and Sandboxes",open-source,active,https://github.com/bentoml/BentoML,"BentoML is a Python model-serving framework for packaging APIs, models, and agent applications into deployable services with containers, batching, observability, and cloud deployment options."
agent-deployment-serving-and-sandboxes--ray-serve,Ray Serve,tool,"Agent Deployment, Serving, and Sandboxes",open-source,active,https://docs.ray.io/en/latest/serve/,"Ray Serve is a scalable Python serving library for composing model and application deployments with autoscaling, batching, routing, and distributed resource management."
agent-deployment-serving-and-sandboxes--langsmith-deployment,LangSmith Deployment,tool,"Agent Deployment, Serving, and Sandboxes",commercial,active,https://docs.langchain.com/langsmith/deployments,"LangSmith Deployment is LangChain's managed and self-hosted-capable deployment product for serving LangGraph applications with durable state, queues, assistants, revisions, scaling, and operational controls."
agent-evaluation-observability-and-testing--agentops,AgentOps,tool,"Agent Evaluation, Observability, and Testing",open-source,active,https://github.com/AgentOps-AI/agentops,"AgentOps is an agent-focused observability SDK and platform for session replay, tool and model traces, costs, errors, benchmarks, and integrations with common frameworks."
agent-evaluation-observability-and-testing--langsmith,LangSmith,tool,"Agent Evaluation, Observability, and Testing",commercial,active,https://smith.langchain.com,"LangSmith is LangChain's commercial platform for tracing, debugging, datasets, experiments, online evaluators, annotation, prompt management, alerts, and deployment operations across agent frameworks."
agent-evaluation-observability-and-testing--langfuse,Langfuse,tool,"Agent Evaluation, Observability, and Testing",open-source,active,https://github.com/langfuse/langfuse,"Langfuse is a self-hostable LLM engineering platform for traces, sessions, prompts, datasets, evaluations, metrics, and OpenTelemetry-based observability across agents and other AI applications."
agent-evaluation-observability-and-testing--arize-phoenix,Arize Phoenix,tool,"Agent Evaluation, Observability, and Testing",open-source,active,https://github.com/Arize-ai/phoenix,"Arize Phoenix is an OpenTelemetry-native tracing and evaluation platform for agents and LLM applications with experiments, datasets, prompt tools, annotations, and self-hosting."
agent-evaluation-observability-and-testing--deepeval-agentic-metrics,DeepEval agentic metrics,tool,"Agent Evaluation, Observability, and Testing",open-source,active,https://github.com/confident-ai/deepeval,"DeepEval agentic metrics evaluate agent traces and components for task completion, step efficiency, plan quality, plan adherence, tool correctness, tool use, goal accuracy, and argument correctness."
agent-evaluation-observability-and-testing--deepteam,DeepTeam,tool,"Agent Evaluation, Observability, and Testing",open-source,active,https://github.com/confident-ai/deepteam,"DeepTeam is an open-source red-teaming framework for adversarially testing agents and other LLM systems against security, safety, privacy, and business-risk vulnerabilities."
agent-evaluation-observability-and-testing--confident-ai,Confident AI,tool,"Agent Evaluation, Observability, and Testing",commercial,active,https://www.confident-ai.com,"Confident AI is an AI quality platform for enterprise teams to standardize evals and observability for agents across product teams, with AI governance applying the same quality bar before launch and in production."
agent-evaluation-observability-and-testing--braintrust,Braintrust,tool,"Agent Evaluation, Observability, and Testing",commercial,active,https://www.braintrust.dev,"Braintrust is an evaluation and observability platform for AI applications with traces, datasets, experiments, scorers, prompt iteration, production logging, and human review."
agent-evaluation-observability-and-testing--opik,Opik,tool,"Agent Evaluation, Observability, and Testing",open-source,active,https://github.com/comet-ml/opik,"Opik is Comet's open-source tracing, evaluation, prompt, dataset, and monitoring platform for agents, RAG systems, and other LLM applications."
agent-evaluation-observability-and-testing--weights-biases-weave,Weights & Biases Weave,tool,"Agent Evaluation, Observability, and Testing",open-core,active,https://github.com/wandb/weave,"Weights & Biases Weave is a tracing and evaluation toolkit for LLM and agent applications with scorers, datasets, comparisons, production monitoring, and a hosted platform."
agent-evaluation-observability-and-testing--maxim-ai,Maxim AI,tool,"Agent Evaluation, Observability, and Testing",commercial,active,https://www.getmaxim.ai,"Maxim AI is a commercial simulation, evaluation, and observability platform for agents, including scenario testing, trace inspection, datasets, evaluators, and production monitoring."
agent-evaluation-observability-and-testing--langwatch-scenario,LangWatch Scenario,tool,"Agent Evaluation, Observability, and Testing",open-source,active,https://github.com/langwatch/scenario,"LangWatch Scenario is an agent-testing framework that simulates users in multi-turn scenarios and checks behavior, outcomes, tools, and regressions across agent implementations."
agent-evaluation-observability-and-testing--pydantic-logfire,Pydantic Logfire,tool,"Agent Evaluation, Observability, and Testing",open-core,active,https://github.com/pydantic/logfire,"Pydantic Logfire is an OpenTelemetry-based observability SDK and platform with first-class instrumentation for PydanticAI, model calls, agent traces, Python services, dashboards, and alerts."
agent-evaluation-observability-and-testing--mlflow-tracing,MLflow Tracing,tool,"Agent Evaluation, Observability, and Testing",open-source,active,https://mlflow.org/docs/latest/genai/tracing/,"MLflow Tracing is MLflow's OpenTelemetry-compatible tracing layer for instrumenting, evaluating, searching, and monitoring agent and generative-AI execution across frameworks."
agent-evaluation-observability-and-testing--openinference,OpenInference,tool,"Agent Evaluation, Observability, and Testing",open-source,active,https://github.com/Arize-ai/openinference,"OpenInference is an open semantic convention and instrumentation ecosystem for representing model, retrieval, tool, and agent spans in OpenTelemetry-compatible traces."
rag-and-knowledge-agent-frameworks--ragflow,RAGFlow,framework-or-library,RAG and Knowledge-Agent Frameworks,open-source,active,https://github.com/infiniflow/ragflow,"RAGFlow is an open-source RAG and agent platform with document parsing, hybrid retrieval, knowledge graphs, visual workflows, tools, MCP, and model-provider integrations."
rag-and-knowledge-agent-frameworks--txtai,txtai,framework-or-library,RAG and Knowledge-Agent Frameworks,open-source,active,https://github.com/neuml/txtai,"txtai is an all-in-one embeddings database and semantic application framework with agent, RAG, workflow, graph, search, and local model capabilities."
rag-and-knowledge-agent-frameworks--r2r,R2R,framework-or-library,RAG and Knowledge-Agent Frameworks,open-source,active,https://github.com/SciPhi-AI/R2R,"R2R is an open-source retrieval and agent framework that exposes ingestion, hybrid search, knowledge graphs, RAG, tools, conversations, and API services."
rag-and-knowledge-agent-frameworks--onyx,Onyx,framework-or-library,RAG and Knowledge-Agent Frameworks,open-core,active,https://github.com/onyx-dot-app/onyx,"Onyx is a self-hostable enterprise search and agent platform with connectors, permissions-aware retrieval, knowledge, tools, assistants, and a commercial cloud edition."
rag-and-knowledge-agent-frameworks--pathway-llm-app,Pathway LLM App,framework-or-library,RAG and Knowledge-Agent Frameworks,open-source,active,https://github.com/pathwaycom/llm-app,Pathway LLM App is a collection of templates and components for real-time RAG and agent applications over continuously changing documents and data sources.
rag-and-knowledge-agent-frameworks--khoj,Khoj,framework-or-library,RAG and Knowledge-Agent Frameworks,open-source,active,https://github.com/khoj-ai/khoj,"Khoj is a self-hostable personal knowledge agent that searches documents, uses online sources and tools, schedules automations, and supports multiple model providers."
rag-and-knowledge-agent-frameworks--mindshub,Mindshub,framework-or-library,RAG and Knowledge-Agent Frameworks,open-source,active,https://github.com/mindsdb/mindshub,"Mindshub is MindsDB's open-source runtime for building AI agents over federated enterprise data with skills, tools, knowledge bases, integrations, and API access."
rag-and-knowledge-agent-frameworks--docsgpt,DocsGPT,framework-or-library,RAG and Knowledge-Agent Frameworks,open-source,active,https://github.com/arc53/DocsGPT,"DocsGPT is an open-source documentation and support-agent platform with ingestion, retrieval, agent tools, APIs, widgets, and self-hosted model options."
voice-and-realtime-agent-frameworks--pipecat,Pipecat,framework-or-library,Voice and Realtime Agent Frameworks,open-source,active,https://github.com/pipecat-ai/pipecat,"Pipecat is an open-source Python framework for realtime voice and multimodal agents with streaming pipeline processors, transports, speech services, models, tools, and interruption handling."
voice-and-realtime-agent-frameworks--livekit-agents,LiveKit Agents,framework-or-library,Voice and Realtime Agent Frameworks,open-source,active,https://github.com/livekit/agents,"LiveKit Agents is an open-source framework for realtime voice and multimodal agents with media transport, turn detection, speech pipelines, tools, workers, and telephony integrations."
voice-and-realtime-agent-frameworks--vapi,Vapi,framework-or-library,Voice and Realtime Agent Frameworks,commercial,active,https://vapi.ai,"Vapi is a managed voice-agent platform that orchestrates telephony, speech recognition, language models, text-to-speech, tools, call controls, testing, and analytics."
voice-and-realtime-agent-frameworks--retell-ai,Retell AI,framework-or-library,Voice and Realtime Agent Frameworks,commercial,active,https://www.retellai.com,"Retell AI is a managed platform for building and operating phone agents with realtime speech, telephony, tools, knowledge bases, monitoring, simulation, and compliance features."
voice-and-realtime-agent-frameworks--elevenlabs-agents-platform,ElevenLabs Agents Platform,framework-or-library,Voice and Realtime Agent Frameworks,commercial,active,https://elevenlabs.io/agents,"ElevenLabs Agents Platform is a managed voice-agent service combining conversational orchestration, speech models, tools, knowledge, telephony, testing, and analytics."
voice-and-realtime-agent-frameworks--deepgram-voice-agent-api,Deepgram Voice Agent API,framework-or-library,Voice and Realtime Agent Frameworks,commercial,active,https://developers.deepgram.com/docs/voice-agent,"Deepgram Voice Agent API is a managed realtime interface that coordinates speech-to-text, model reasoning, tools, and text-to-speech over streaming connections."
voice-and-realtime-agent-frameworks--agora-conversational-ai-engine,Agora Conversational AI Engine,framework-or-library,Voice and Realtime Agent Frameworks,commercial,active,https://www.agora.io/en/products/conversational-ai-engine/,"Agora Conversational AI Engine is managed realtime media infrastructure for voice agents with streaming speech pipelines, interruption handling, telephony, and model-provider integrations."
voice-and-realtime-agent-frameworks--rasa,Rasa,framework-or-library,Voice and Realtime Agent Frameworks,open-core,active,https://github.com/RasaHQ/rasa,"Rasa is an open-source conversational framework with intent and dialogue components, custom actions, channels, testing, and a commercial platform for enterprise assistants and agents."
agent-protocols-and-interoperability--agent2agent-protocol-a2a,Agent2Agent Protocol (A2A),tool,Agent Protocols and Interoperability,open-source,active,https://github.com/a2aproject/A2A,"Agent2Agent Protocol (A2A) is a Linux Foundation-governed standard for agent discovery and task exchange through Agent Cards, messages, artifacts, streaming, asynchronous work, and authenticated transports."
agent-protocols-and-interoperability--agntcy,AGNTCY,tool,Agent Protocols and Interoperability,open-source,active,https://github.com/agntcy,"AGNTCY is a Linux Foundation project for interoperable multi-agent infrastructure spanning discovery, identity, messaging, observability, directories, and protocol bridges."
agent-protocols-and-interoperability--open-agent-schema-framework,Open Agent Schema Framework,tool,Agent Protocols and Interoperability,open-source,active,https://github.com/agntcy/oasf,"Open Agent Schema Framework is AGNTCY's extensible schema for describing agent skills, domains, modules, locators, and metadata so directories can support discovery and matching."
agent-protocols-and-interoperability--agent-network-protocol,Agent Network Protocol,tool,Agent Protocols and Interoperability,open-source,active,https://github.com/agent-network-protocol/AgentNetworkProtocol,"Agent Network Protocol is an open specification and implementation project for decentralized agent discovery, identity, messaging, and collaboration across the web."
agent-protocols-and-interoperability--nanda,NANDA,tool,Agent Protocols and Interoperability,open-source,active,https://github.com/projnanda/projnanda,"NANDA is an MIT-led research project for a decentralized agent internet with registries, identity, routing, communication, and interoperability across heterogeneous agent systems."
agent-protocols-and-interoperability--agent-payments-protocol,Agent Payments Protocol,tool,Agent Protocols and Interoperability,open-source,active,https://github.com/google-agentic-commerce/AP2,"Agent Payments Protocol is an open protocol initiated by Google for cryptographically verifiable, user-authorized commerce transactions involving agents, merchants, and payment providers."
discontinued-and-historical-tools--microsoft-autogen,Microsoft AutoGen,historical,Discontinued and Historical Tools,open-source,discontinued,https://github.com/microsoft/autogen,Microsoft AutoGen is in maintenance mode and community-managed; Microsoft directs new projects to Microsoft Agent Framework and provides an official migration guide.
discontinued-and-historical-tools--semantic-kernel,Semantic Kernel,historical,Discontinued and Historical Tools,open-source,discontinued,https://github.com/microsoft/semantic-kernel,"Semantic Kernel is maintained for existing applications, while Microsoft identifies Microsoft Agent Framework as its production successor and provides a migration guide."
discontinued-and-historical-tools--openai-swarm,OpenAI Swarm,historical,Discontinued and Historical Tools,open-source,discontinued,https://github.com/openai/swarm,"OpenAI Swarm is an experimental educational project superseded by OpenAI Agents SDK, which its repository recommends for production use."
discontinued-and-historical-tools--original-babyagi,Original BabyAGI,historical,Discontinued and Historical Tools,open-source,discontinued,https://github.com/yoheinakajima/babyagi_archive,Original BabyAGI is preserved as a September 2024 snapshot; later BabyAGI experiments use separate codebases and remain explicitly experimental rather than production frameworks.
discontinued-and-historical-tools--superagi,SuperAGI,historical,Discontinued and Historical Tools,open-source,discontinued,https://github.com/TransformerOptimus/SuperAGI,"SuperAGI is retained for historical influence, but its repository had received no code update since January 2025 at the review date."
discontinued-and-historical-tools--opendevin,OpenDevin,historical,Discontinued and Historical Tools,open-source,discontinued,https://github.com/OpenHands/OpenHands/pull/3472,OpenDevin is the former name of OpenHands; maintainers completed the rename in August 2024 as the project expanded beyond its original reference point.
discontinued-and-historical-tools--memgpt,MemGPT,historical,Discontinued and Historical Tools,open-source,discontinued,https://arxiv.org/abs/2310.08560,MemGPT is the research architecture and former project name that evolved into Letta; current runtime development and documentation use the Letta name.
discontinued-and-historical-tools--agent-communication-protocol-acp,Agent Communication Protocol (ACP),historical,Discontinued and Historical Tools,open-source,discontinued,https://github.com/i-am-bee/acp,Agent Communication Protocol (ACP) is archived after officially merging into A2A under the Linux Foundation in August 2025; new interoperability work should target A2A.
